date,amount,merchant,category,budget,month,day_of_week,week,merchant_encoded,category_encoded,cluster,anomaly,is_anomaly
2025-08-31,107.1,Delta Airlines,Transport,150.0,8,6,35,5,5,5,1,False
2025-08-31,143.71,Spotify,Entertainment,100.0,8,6,35,13,1,5,1,False
2025-08-31,37.22,Kroger,Groceries,400.0,8,6,35,8,2,2,1,False
2025-08-31,25.51,Target,Shopping,300.0,8,6,35,15,4,2,1,False
2025-08-31,19.99,Whole Foods,Groceries,400.0,8,6,35,19,2,2,-1,True
2025-08-31,7.1,CVS Pharmacy,Health,100.0,8,6,35,3,3,6,1,False
2025-09-01,171.78,Kroger,Groceries,400.0,9,0,36,8,2,1,1,False
2025-09-01,66.76,Spotify,Entertainment,100.0,9,0,36,13,1,4,1,False
2025-09-01,176.53,Kroger,Groceries,400.0,9,0,36,8,2,1,1,False
2025-09-01,26.55,Amazon,Shopping,300.0,9,0,36,2,4,4,1,False
2025-09-01,123.03,Kroger,Groceries,400.0,9,0,36,8,2,1,1,False
2025-09-01,83.26,Trader Joes,Groceries,400.0,9,0,36,16,2,1,1,False
2025-09-02,30.33,Netflix,Entertainment,100.0,9,1,36,10,1,4,1,False
2025-09-02,160.24,CVS Pharmacy,Health,100.0,9,1,36,3,3,3,1,False
2025-09-02,119.09,Whole Foods,Groceries,400.0,9,1,36,19,2,1,1,False
2025-09-02,83.27,Netflix,Entertainment,100.0,9,1,36,10,1,4,1,False
2025-09-02,143.39,Chipotle,Dining,200.0,9,1,36,4,0,3,1,False
2025-09-02,190.43,Whole Foods,Groceries,400.0,9,1,36,19,2,1,1,False
2025-09-02,102.82,Trader Joes,Groceries,400.0,9,1,36,16,2,1,1,False
2025-09-02,115.63,Gym Membership,Health,100.0,9,1,36,7,3,1,1,False
2025-09-02,114.51,Water Dept,Utilities,200.0,9,1,36,18,6,1,1,False
2025-09-02,151.97,Amazon,Shopping,300.0,9,1,36,2,4,3,1,False
2025-09-03,69.34,Delta Airlines,Transport,150.0,9,2,36,5,5,4,1,False
2025-09-03,161.96,Netflix,Entertainment,100.0,9,2,36,10,1,1,1,False
2025-09-03,197.55,Target,Shopping,300.0,9,2,36,15,4,1,1,False
2025-09-03,103.65,Whole Foods,Groceries,400.0,9,2,36,19,2,1,1,False
2025-09-03,108.16,Spotify,Entertainment,100.0,9,2,36,13,1,1,1,False
2025-09-03,29.55,Water Dept,Utilities,200.0,9,2,36,18,6,2,1,False
2025-09-04,79.53,Amazon,Shopping,300.0,9,3,36,2,4,5,1,False
2025-09-04,163.33,Starbucks,Dining,200.0,9,3,36,14,0,1,1,False
2025-09-04,80.29,Chipotle,Dining,200.0,9,3,36,4,0,5,1,False
2025-09-04,111.63,Amazon,Shopping,300.0,9,3,36,2,4,5,1,False
2025-09-04,83.47,Duke Energy,Utilities,200.0,9,3,36,6,6,5,1,False
2025-09-04,10.9,AT&T,Utilities,200.0,9,3,36,1,6,4,1,False
2025-09-04,79.66,Uber,Transport,150.0,9,3,36,17,5,2,1,False
2025-09-05,170.96,Chipotle,Dining,200.0,9,4,36,4,0,5,1,False
2025-09-05,78.01,Spotify,Entertainment,100.0,9,4,36,13,1,2,1,False
2025-09-05,104.94,Spotify,Entertainment,100.0,9,4,36,13,1,2,1,False
2025-09-06,168.99,Nike,Shopping,300.0,9,5,36,11,4,5,1,False
2025-09-06,13.25,Amazon,Shopping,300.0,9,5,36,2,4,6,1,False
2025-09-07,99.28,Amazon,Shopping,300.0,9,6,36,2,4,5,1,False
2025-09-07,63.78,AT&T,Utilities,200.0,9,6,36,1,6,5,1,False
2025-09-07,127.33,CVS Pharmacy,Health,100.0,9,6,36,3,3,5,1,False
2025-09-07,120.4,Delta Airlines,Transport,150.0,9,6,36,5,5,5,1,False
2025-09-07,55.92,Trader Joes,Groceries,400.0,9,6,36,16,2,2,1,False
2025-09-07,93.87,CVS Pharmacy,Health,100.0,9,6,36,3,3,5,1,False
2025-09-07,157.37,Kroger,Groceries,400.0,9,6,36,8,2,5,1,False
2025-09-07,94.02,Duke Energy,Utilities,200.0,9,6,36,6,6,5,1,False
2025-09-07,31.78,Amazon,Shopping,300.0,9,6,36,2,4,6,1,False
2025-09-08,84.99,Trader Joes,Groceries,400.0,9,0,37,16,2,1,1,False
2025-09-08,188.99,McDonalds,Dining,200.0,9,0,37,9,0,1,1,False
2025-09-08,130.77,CVS Pharmacy,Health,100.0,9,0,37,3,3,3,1,False
2025-09-08,178.9,Gym Membership,Health,100.0,9,0,37,7,3,1,1,False
2025-09-08,10.81,Delta Airlines,Transport,150.0,9,0,37,5,5,4,1,False
2025-09-08,39.36,Starbucks,Dining,200.0,9,0,37,14,0,4,1,False
2025-09-08,125.45,Uber,Transport,150.0,9,0,37,17,5,1,1,False
2025-09-08,61.09,Uber,Transport,150.0,9,0,37,17,5,1,1,False
2025-09-09,28.92,McDonalds,Dining,200.0,9,1,37,9,0,4,1,False
2025-09-09,182.4,Spotify,Entertainment,100.0,9,1,37,13,1,1,1,False
2025-09-09,148.77,Amazon,Shopping,300.0,9,1,37,2,4,3,1,False
2025-09-09,50.04,Starbucks,Dining,200.0,9,1,37,14,0,4,1,False
2025-09-09,118.98,McDonalds,Dining,200.0,9,1,37,9,0,1,1,False
2025-09-10,11.27,Nike,Shopping,300.0,9,2,37,11,4,4,1,False
2025-09-10,85.78,Delta Airlines,Transport,150.0,9,2,37,5,5,4,1,False
2025-09-10,70.97,Amazon,Shopping,300.0,9,2,37,2,4,4,1,False
2025-09-10,116.66,Spotify,Entertainment,100.0,9,2,37,13,1,1,1,False
2025-09-10,46.89,Kroger,Groceries,400.0,9,2,37,8,2,4,1,False
2025-09-10,93.93,Netflix,Entertainment,100.0,9,2,37,10,1,1,1,False
2025-09-10,84.53,Nike,Shopping,300.0,9,2,37,11,4,1,1,False
2025-09-11,57.13,Kroger,Groceries,400.0,9,3,37,8,2,4,1,False
2025-09-11,155.22,Gym Membership,Health,100.0,9,3,37,7,3,5,1,False
2025-09-11,198.38,Spotify,Entertainment,100.0,9,3,37,13,1,1,1,False
2025-09-11,42.39,Trader Joes,Groceries,400.0,9,3,37,16,2,2,1,False
2025-09-11,65.1,Netflix,Entertainment,100.0,9,3,37,10,1,2,1,False
2025-09-11,88.3,Amazon,Shopping,300.0,9,3,37,2,4,5,1,False
2025-09-11,90.7,Water Dept,Utilities,200.0,9,3,37,18,6,2,1,False
2025-09-11,107.93,AMC Theaters,Entertainment,100.0,9,3,37,0,1,5,1,False
2025-09-11,148.01,Water Dept,Utilities,200.0,9,3,37,18,6,1,1,False
2025-09-12,38.16,Chipotle,Dining,200.0,9,4,37,4,0,6,1,False
2025-09-12,175.52,Spotify,Entertainment,100.0,9,4,37,13,1,1,1,False
2025-09-12,180.72,AT&T,Utilities,200.0,9,4,37,1,6,5,1,False
2025-09-13,196.97,Kroger,Groceries,400.0,9,5,37,8,2,5,1,False
2025-09-13,183.9,Delta Airlines,Transport,150.0,9,5,37,5,5,5,1,False
2025-09-13,47.19,CVS Pharmacy,Health,100.0,9,5,37,3,3,6,1,False
2025-09-13,12.11,Duke Energy,Utilities,200.0,9,5,37,6,6,2,1,False
2025-09-13,138.59,Trader Joes,Groceries,400.0,9,5,37,16,2,2,1,False
2025-09-14,74.71,Shell Gas,Transport,150.0,9,6,37,12,5,2,1,False
2025-09-14,194.56,Duke Energy,Utilities,200.0,9,6,37,6,6,5,1,False
2025-09-14,127.18,Uber,Transport,150.0,9,6,37,17,5,2,1,False
2025-09-14,149.06,Spotify,Entertainment,100.0,9,6,37,13,1,5,1,False
2025-09-14,141.52,Amazon,Shopping,300.0,9,6,37,2,4,5,1,False
2025-09-14,57.39,McDonalds,Dining,200.0,9,6,37,9,0,2,1,False
2025-09-15,100.67,Target,Shopping,300.0,9,0,38,15,4,1,1,False
2025-09-15,83.53,Spotify,Entertainment,100.0,9,0,38,13,1,1,1,False
2025-09-15,40.94,AT&T,Utilities,200.0,9,0,38,1,6,4,1,False
2025-09-15,149.91,Nike,Shopping,300.0,9,0,38,11,4,1,1,False
2025-09-15,14.5,Nike,Shopping,300.0,9,0,38,11,4,4,1,False
2025-09-16,65.93,Uber,Transport,150.0,9,1,38,17,5,1,1,False
2025-09-16,24.02,Netflix,Entertainment,100.0,9,1,38,10,1,4,1,False
2025-09-16,56.34,Gym Membership,Health,100.0,9,1,38,7,3,4,1,False
2025-09-17,82.42,Starbucks,Dining,200.0,9,2,38,14,0,1,1,False
2025-09-17,136.1,Starbucks,Dining,200.0,9,2,38,14,0,1,1,False
2025-09-17,149.06,Trader Joes,Groceries,400.0,9,2,38,16,2,1,1,False
2025-09-18,143.46,Whole Foods,Groceries,400.0,9,3,38,19,2,1,1,False
2025-09-18,22.39,Delta Airlines,Transport,150.0,9,3,38,5,5,4,1,False
2025-09-18,118.71,Target,Shopping,300.0,9,3,38,15,4,1,1,False
2025-09-18,132.94,Uber,Transport,150.0,9,3,38,17,5,1,1,False
2025-09-18,112.62,McDonalds,Dining,200.0,9,3,38,9,0,5,1,False
2025-09-18,197.39,Netflix,Entertainment,100.0,9,3,38,10,1,1,1,False
2025-09-19,74.93,Duke Energy,Utilities,200.0,9,4,38,6,6,5,1,False
2025-09-19,37.99,Spotify,Entertainment,100.0,9,4,38,13,1,2,1,False
2025-09-19,128.95,CVS Pharmacy,Health,100.0,9,4,38,3,3,5,1,False
2025-09-20,152.2,Netflix,Entertainment,100.0,9,5,38,10,1,5,1,False
2025-09-20,80.57,Gym Membership,Health,100.0,9,5,38,7,3,5,1,False
2025-09-20,11.1,Amazon,Shopping,300.0,9,5,38,2,4,6,1,False
2025-09-20,41.77,AMC Theaters,Entertainment,100.0,9,5,38,0,1,6,1,False
2025-09-20,154.12,Gym Membership,Health,100.0,9,5,38,7,3,5,1,False
2025-09-20,97.09,Duke Energy,Utilities,200.0,9,5,38,6,6,5,1,False
2025-09-20,190.89,Target,Shopping,300.0,9,5,38,15,4,5,1,False
2025-09-21,161.59,Amazon,Shopping,300.0,9,6,38,2,4,5,1,False
2025-09-21,88.33,Starbucks,Dining,200.0,9,6,38,14,0,2,1,False
2025-09-21,19.98,Water Dept,Utilities,200.0,9,6,38,18,6,2,1,False
2025-09-21,59.27,Chipotle,Dining,200.0,9,6,38,4,0,5,1,False
2025-09-21,50.81,CVS Pharmacy,Health,100.0,9,6,38,3,3,5,1,False
2025-09-21,157.75,Netflix,Entertainment,100.0,9,6,38,10,1,5,1,False
2025-09-21,186.48,Nike,Shopping,300.0,9,6,38,11,4,5,1,False
2025-09-22,170.31,Shell Gas,Transport,150.0,9,0,39,12,5,1,1,False
2025-09-22,60.65,Chipotle,Dining,200.0,9,0,39,4,0,4,1,False
2025-09-22,37.81,Shell Gas,Transport,150.0,9,0,39,12,5,4,1,False
2025-09-23,149.9,Nike,Shopping,300.0,9,1,39,11,4,1,1,False
2025-09-23,178.97,Chipotle,Dining,200.0,9,1,39,4,0,3,1,False
2025-09-23,40.3,Spotify,Entertainment,100.0,9,1,39,13,1,4,1,False
2025-09-23,35.95,Spotify,Entertainment,100.0,9,1,39,13,1,4,1,False
2025-09-23,82.87,McDonalds,Dining,200.0,9,1,39,9,0,4,1,False
2025-09-23,31.51,Delta Airlines,Transport,150.0,9,1,39,5,5,4,1,False
2025-09-24,135.15,Gym Membership,Health,100.0,9,2,39,7,3,1,1,False
2025-09-24,108.92,Uber,Transport,150.0,9,2,39,17,5,1,1,False
2025-09-24,94.85,Nike,Shopping,300.0,9,2,39,11,4,1,1,False
2025-09-24,170.65,Netflix,Entertainment,100.0,9,2,39,10,1,1,1,False
2025-09-24,114.2,Trader Joes,Groceries,400.0,9,2,39,16,2,1,1,False
2025-09-24,130.96,Netflix,Entertainment,100.0,9,2,39,10,1,1,1,False
2025-09-24,104.92,Shell Gas,Transport,150.0,9,2,39,12,5,1,1,False
2025-09-25,162.14,Duke Energy,Utilities,200.0,9,3,39,6,6,5,1,False
2025-09-25,88.01,Spotify,Entertainment,100.0,9,3,39,13,1,2,1,False
2025-09-25,123.78,Kroger,Groceries,400.0,9,3,39,8,2,5,1,False
2025-09-25,63.26,Chipotle,Dining,200.0,9,3,39,4,0,4,1,False
2025-09-25,153.09,Uber,Transport,150.0,9,3,39,17,5,1,1,False
2025-09-25,93.86,Trader Joes,Groceries,400.0,9,3,39,16,2,2,1,False
2025-09-25,67.97,Gym Membership,Health,100.0,9,3,39,7,3,4,1,False
2025-09-25,51.55,Target,Shopping,300.0,9,3,39,15,4,2,1,False
2025-09-26,110.59,Trader Joes,Groceries,400.0,9,4,39,16,2,2,1,False
2025-09-26,90.9,Netflix,Entertainment,100.0,9,4,39,10,1,2,1,False
2025-09-26,8.22,AMC Theaters,Entertainment,100.0,9,4,39,0,1,6,1,False
2025-09-26,58.8,Amazon,Shopping,300.0,9,4,39,2,4,5,1,False
2025-09-26,111.59,AMC Theaters,Entertainment,100.0,9,4,39,0,1,5,1,False
2025-09-26,195.68,Starbucks,Dining,200.0,9,4,39,14,0,1,1,False
2025-09-26,84.33,Target,Shopping,300.0,9,4,39,15,4,2,1,False
2025-09-26,150.03,Chipotle,Dining,200.0,9,4,39,4,0,5,1,False
2025-09-27,142.43,Starbucks,Dining,200.0,9,5,39,14,0,5,1,False
2025-09-27,141.33,Whole Foods,Groceries,400.0,9,5,39,19,2,2,1,False
2025-09-27,191.95,AMC Theaters,Entertainment,100.0,9,5,39,0,1,5,-1,True
2025-09-27,165.43,Water Dept,Utilities,200.0,9,5,39,18,6,0,1,False
2025-09-27,10.42,Delta Airlines,Transport,150.0,9,5,39,5,5,6,1,False
2025-09-28,183.34,Starbucks,Dining,200.0,9,6,39,14,0,5,1,False
2025-09-28,99.55,Amazon,Shopping,300.0,9,6,39,2,4,5,1,False
2025-09-28,158.51,Shell Gas,Transport,150.0,9,6,39,12,5,5,1,False
2025-09-28,121.63,Amazon,Shopping,300.0,9,6,39,2,4,5,1,False
2025-09-28,82.26,Netflix,Entertainment,100.0,9,6,39,10,1,2,1,False
2025-09-28,81.23,Delta Airlines,Transport,150.0,9,6,39,5,5,5,1,False
2025-09-29,85.5,Nike,Shopping,300.0,9,0,40,11,4,4,1,False
2025-09-29,172.75,Delta Airlines,Transport,150.0,9,0,40,5,5,3,1,False
2025-09-29,121.46,Gym Membership,Health,100.0,9,0,40,7,3,1,1,False
2025-09-30,121.2,Whole Foods,Groceries,400.0,9,1,40,19,2,1,1,False
2025-09-30,108.49,AMC Theaters,Entertainment,100.0,9,1,40,0,1,3,1,False
2025-09-30,61.79,Trader Joes,Groceries,400.0,9,1,40,16,2,1,1,False
2025-09-30,61.82,Delta Airlines,Transport,150.0,9,1,40,5,5,4,1,False
2025-09-30,17.28,AT&T,Utilities,200.0,9,1,40,1,6,4,1,False
2025-09-30,56.87,Nike,Shopping,300.0,9,1,40,11,4,4,1,False
2025-09-30,78.29,Whole Foods,Groceries,400.0,9,1,40,19,2,1,1,False
2025-10-01,159.65,Kroger,Groceries,400.0,10,2,40,8,2,1,1,False
2025-10-01,162.78,AMC Theaters,Entertainment,100.0,10,2,40,0,1,5,1,False
2025-10-01,40.51,Starbucks,Dining,200.0,10,2,40,14,0,2,1,False
2025-10-01,132.47,Duke Energy,Utilities,200.0,10,2,40,6,6,5,1,False
2025-10-01,63.53,Trader Joes,Groceries,400.0,10,2,40,16,2,1,1,False
2025-10-01,92.79,CVS Pharmacy,Health,100.0,10,2,40,3,3,5,1,False
2025-10-01,148.94,Duke Energy,Utilities,200.0,10,2,40,6,6,5,1,False
2025-10-02,20.84,Target,Shopping,300.0,10,3,40,15,4,2,1,False
2025-10-02,127.22,AMC Theaters,Entertainment,100.0,10,3,40,0,1,5,1,False
2025-10-02,159.36,Uber,Transport,150.0,10,3,40,17,5,1,1,False
2025-10-02,151.59,McDonalds,Dining,200.0,10,3,40,9,0,5,1,False
2025-10-02,92.65,Kroger,Groceries,400.0,10,3,40,8,2,5,1,False
2025-10-02,52.68,Spotify,Entertainment,100.0,10,3,40,13,1,2,1,False
2025-10-02,25.27,AMC Theaters,Entertainment,100.0,10,3,40,0,1,4,1,False
2025-10-03,44.12,AT&T,Utilities,200.0,10,4,40,1,6,5,1,False
2025-10-03,180.28,Duke Energy,Utilities,200.0,10,4,40,6,6,5,1,False
2025-10-03,120.94,Water Dept,Utilities,200.0,10,4,40,18,6,2,1,False
2025-10-03,124.29,Kroger,Groceries,400.0,10,4,40,8,2,5,1,False
2025-10-03,164.47,Uber,Transport,150.0,10,4,40,17,5,1,1,False
2025-10-04,91.33,Target,Shopping,300.0,10,5,40,15,4,2,1,False
2025-10-04,135.67,Delta Airlines,Transport,150.0,10,5,40,5,5,5,1,False
2025-10-04,40.1,Shell Gas,Transport,150.0,10,5,40,12,5,2,1,False
2025-10-04,176.31,McDonalds,Dining,200.0,10,5,40,9,0,5,1,False
2025-10-04,105.6,Amazon,Shopping,300.0,10,5,40,2,4,5,1,False
2025-10-04,46.99,Trader Joes,Groceries,400.0,10,5,40,16,2,2,1,False
2025-10-05,131.35,AMC Theaters,Entertainment,100.0,10,6,40,0,1,5,1,False
2025-10-05,196.75,Chipotle,Dining,200.0,10,6,40,4,0,5,1,False
2025-10-05,104.78,Shell Gas,Transport,150.0,10,6,40,12,5,2,1,False
2025-10-05,34.2,Trader Joes,Groceries,400.0,10,6,40,16,2,2,1,False
2025-10-05,113.57,Duke Energy,Utilities,200.0,10,6,40,6,6,5,1,False
2025-10-05,99.22,Water Dept,Utilities,200.0,10,6,40,18,6,2,1,False
2025-10-05,89.11,Amazon,Shopping,300.0,10,6,40,2,4,5,1,False
2025-10-05,150.77,Trader Joes,Groceries,400.0,10,6,40,16,2,2,1,False
2025-10-05,18.78,Gym Membership,Health,100.0,10,6,40,7,3,2,1,False
2025-10-06,48.73,CVS Pharmacy,Health,100.0,10,0,41,3,3,4,1,False
2025-10-06,153.6,Whole Foods,Groceries,400.0,10,0,41,19,2,1,1,False
2025-10-06,169.41,Netflix,Entertainment,100.0,10,0,41,10,1,1,1,False
2025-10-07,190.81,Nike,Shopping,300.0,10,1,41,11,4,1,1,False
2025-10-07,48.71,Trader Joes,Groceries,400.0,10,1,41,16,2,4,1,False
2025-10-07,145.39,Gym Membership,Health,100.0,10,1,41,7,3,1,1,False
2025-10-07,20.45,Uber,Transport,150.0,10,1,41,17,5,4,1,False
2025-10-07,158.96,Uber,Transport,150.0,10,1,41,17,5,1,1,False
2025-10-07,47.78,AT&T,Utilities,200.0,10,1,41,1,6,4,1,False
2025-10-08,171.46,Water Dept,Utilities,200.0,10,2,41,18,6,1,1,False
2025-10-08,146.45,AMC Theaters,Entertainment,100.0,10,2,41,0,1,5,1,False
2025-10-08,67.01,Starbucks,Dining,200.0,10,2,41,14,0,1,1,False
2025-10-08,60.55,Spotify,Entertainment,100.0,10,2,41,13,1,4,1,False
2025-10-08,168.98,Kroger,Groceries,400.0,10,2,41,8,2,1,1,False
2025-10-08,66.51,Nike,Shopping,300.0,10,2,41,11,4,4,1,False
2025-10-08,85.0,Netflix,Entertainment,100.0,10,2,41,10,1,1,1,False
2025-10-08,137.17,Nike,Shopping,300.0,10,2,41,11,4,1,1,False
2025-10-09,89.08,Whole Foods,Groceries,400.0,10,3,41,19,2,2,1,False
2025-10-09,188.39,Trader Joes,Groceries,400.0,10,3,41,16,2,1,1,False
2025-10-09,119.68,Whole Foods,Groceries,400.0,10,3,41,19,2,1,1,False
2025-10-09,150.35,Amazon,Shopping,300.0,10,3,41,2,4,5,1,False
2025-10-09,174.64,Uber,Transport,150.0,10,3,41,17,5,1,1,False
2025-10-09,149.12,Amazon,Shopping,300.0,10,3,41,2,4,5,1,False
2025-10-10,103.71,Starbucks,Dining,200.0,10,4,41,14,0,2,1,False
2025-10-10,88.1,CVS Pharmacy,Health,100.0,10,4,41,3,3,5,1,False
2025-10-10,123.91,Gym Membership,Health,100.0,10,4,41,7,3,5,1,False
2025-10-10,84.74,CVS Pharmacy,Health,100.0,10,4,41,3,3,5,1,False
2025-10-10,154.45,Shell Gas,Transport,150.0,10,4,41,12,5,5,1,False
2025-10-10,63.9,Uber,Transport,150.0,10,4,41,17,5,2,1,False
2025-10-10,184.6,Chipotle,Dining,200.0,10,4,41,4,0,5,1,False
2025-10-11,178.58,McDonalds,Dining,200.0,10,5,41,9,0,5,1,False
2025-10-11,39.03,Water Dept,Utilities,200.0,10,5,41,18,6,2,1,False
2025-10-11,199.2,Whole Foods,Groceries,400.0,10,5,41,19,2,1,-1,True
2025-10-11,47.47,Trader Joes,Groceries,400.0,10,5,41,16,2,2,1,False
2025-10-11,17.95,Amazon,Shopping,300.0,10,5,41,2,4,6,1,False
2025-10-11,111.26,Starbucks,Dining,200.0,10,5,41,14,0,2,1,False
2025-10-11,73.37,Netflix,Entertainment,100.0,10,5,41,10,1,2,1,False
2025-10-11,126.76,Delta Airlines,Transport,150.0,10,5,41,5,5,5,1,False
2025-10-12,18.08,Spotify,Entertainment,100.0,10,6,41,13,1,2,1,False
2025-10-12,192.91,Duke Energy,Utilities,200.0,10,6,41,6,6,5,1,False
2025-10-12,79.78,Water Dept,Utilities,200.0,10,6,41,18,6,2,1,False
2025-10-12,126.02,Trader Joes,Groceries,400.0,10,6,41,16,2,2,1,False
2025-10-13,153.35,Trader Joes,Groceries,400.0,10,0,42,16,2,1,1,False
2025-10-13,112.77,Netflix,Entertainment,100.0,10,0,42,10,1,1,1,False
2025-10-13,30.33,Kroger,Groceries,400.0,10,0,42,8,2,4,1,False
2025-10-13,78.3,Whole Foods,Groceries,400.0,10,0,42,19,2,1,1,False
2025-10-13,45.72,Whole Foods,Groceries,400.0,10,0,42,19,2,1,1,False
2025-10-13,169.89,Chipotle,Dining,200.0,10,0,42,4,0,3,1,False
2025-10-14,61.84,Netflix,Entertainment,100.0,10,1,42,10,1,4,1,False
2025-10-14,168.24,Shell Gas,Transport,150.0,10,1,42,12,5,1,1,False
2025-10-14,124.6,Spotify,Entertainment,100.0,10,1,42,13,1,1,1,False
2025-10-14,120.12,Netflix,Entertainment,100.0,10,1,42,10,1,1,1,False
2025-10-14,123.94,CVS Pharmacy,Health,100.0,10,1,42,3,3,3,1,False
2025-10-14,181.4,Target,Shopping,300.0,10,1,42,15,4,1,1,False
2025-10-15,134.9,AT&T,Utilities,200.0,10,2,42,1,6,5,1,False
2025-10-15,188.64,Chipotle,Dining,200.0,10,2,42,4,0,5,1,False
2025-10-15,79.09,Gym Membership,Health,100.0,10,2,42,7,3,4,1,False
2025-10-15,148.91,Spotify,Entertainment,100.0,10,2,42,13,1,1,1,False
2025-10-15,13.71,AT&T,Utilities,200.0,10,2,42,1,6,4,1,False
2025-10-15,65.77,AMC Theaters,Entertainment,100.0,10,2,42,0,1,4,1,False
2025-10-15,49.92,Shell Gas,Transport,150.0,10,2,42,12,5,4,1,False
2025-10-15,148.39,AT&T,Utilities,200.0,10,2,42,1,6,5,1,False
2025-10-15,156.17,Duke Energy,Utilities,200.0,10,2,42,6,6,5,1,False
2025-10-16,172.47,Shell Gas,Transport,150.0,10,3,42,12,5,1,1,False
2025-10-16,159.42,Chipotle,Dining,200.0,10,3,42,4,0,5,1,False
2025-10-16,91.31,Target,Shopping,300.0,10,3,42,15,4,2,1,False
2025-10-16,144.03,Shell Gas,Transport,150.0,10,3,42,12,5,1,1,False
2025-10-16,87.57,Spotify,Entertainment,100.0,10,3,42,13,1,2,1,False
2025-10-16,105.89,Amazon,Shopping,300.0,10,3,42,2,4,5,1,False
2025-10-16,156.93,Amazon,Shopping,300.0,10,3,42,2,4,5,1,False
2025-10-17,43.67,Target,Shopping,300.0,10,4,42,15,4,2,1,False
2025-10-17,21.54,Whole Foods,Groceries,400.0,10,4,42,19,2,2,1,False
2025-10-17,68.05,Target,Shopping,300.0,10,4,42,15,4,2,1,False
2025-10-17,22.25,Starbucks,Dining,200.0,10,4,42,14,0,2,1,False
2025-10-17,41.49,Spotify,Entertainment,100.0,10,4,42,13,1,2,1,False
2025-10-17,90.85,Starbucks,Dining,200.0,10,4,42,14,0,2,1,False
2025-10-18,97.88,Kroger,Groceries,400.0,10,5,42,8,2,5,1,False
2025-10-18,164.8,AMC Theaters,Entertainment,100.0,10,5,42,0,1,5,1,False
2025-10-18,105.03,CVS Pharmacy,Health,100.0,10,5,42,3,3,5,1,False
2025-10-18,7.12,Chipotle,Dining,200.0,10,5,42,4,0,2,1,False
2025-10-18,47.72,Delta Airlines,Transport,150.0,10,5,42,5,5,5,1,False
2025-10-18,5.86,Chipotle,Dining,200.0,10,5,42,4,0,2,1,False
2025-10-18,176.48,McDonalds,Dining,200.0,10,5,42,9,0,5,1,False
2025-10-18,42.71,Starbucks,Dining,200.0,10,5,42,14,0,2,1,False
2025-10-19,56.88,Uber,Transport,150.0,10,6,42,17,5,2,1,False
2025-10-19,140.73,CVS Pharmacy,Health,100.0,10,6,42,3,3,5,1,False
2025-10-19,21.49,Uber,Transport,150.0,10,6,42,17,5,2,1,False
2025-10-19,27.56,McDonalds,Dining,200.0,10,6,42,9,0,2,1,False
2025-10-19,180.34,McDonalds,Dining,200.0,10,6,42,9,0,5,1,False
2025-10-19,24.29,Whole Foods,Groceries,400.0,10,6,42,19,2,2,-1,True
2025-10-20,47.34,Shell Gas,Transport,150.0,10,0,43,12,5,4,1,False
2025-10-20,147.64,Delta Airlines,Transport,150.0,10,0,43,5,5,1,1,False
2025-10-20,63.57,AMC Theaters,Entertainment,100.0,10,0,43,0,1,4,1,False
2025-10-20,123.65,Delta Airlines,Transport,150.0,10,0,43,5,5,1,1,False
2025-10-20,44.44,Chipotle,Dining,200.0,10,0,43,4,0,4,1,False
2025-10-20,53.59,McDonalds,Dining,200.0,10,0,43,9,0,4,1,False
2025-10-20,108.11,Whole Foods,Groceries,400.0,10,0,43,19,2,1,1,False
2025-10-21,77.04,McDonalds,Dining,200.0,10,1,43,9,0,4,1,False
2025-10-21,6.05,Starbucks,Dining,200.0,10,1,43,14,0,4,1,False
2025-10-21,155.61,Kroger,Groceries,400.0,10,1,43,8,2,1,1,False
2025-10-21,10.36,CVS Pharmacy,Health,100.0,10,1,43,3,3,4,1,False
2025-10-21,86.15,Gym Membership,Health,100.0,10,1,43,7,3,4,1,False
2025-10-22,149.22,Netflix,Entertainment,100.0,10,2,43,10,1,1,1,False
2025-10-22,31.24,Shell Gas,Transport,150.0,10,2,43,12,5,4,1,False
2025-10-22,98.17,AMC Theaters,Entertainment,100.0,10,2,43,0,1,5,1,False
2025-10-22,181.11,Duke Energy,Utilities,200.0,10,2,43,6,6,5,1,False
2025-10-22,116.17,Netflix,Entertainment,100.0,10,2,43,10,1,1,1,False
2025-10-22,183.5,Trader Joes,Groceries,400.0,10,2,43,16,2,1,1,False
2025-10-22,66.26,Target,Shopping,300.0,10,2,43,15,4,1,1,False
2025-10-23,128.88,Target,Shopping,300.0,10,3,43,15,4,1,1,False
2025-10-23,22.88,McDonalds,Dining,200.0,10,3,43,9,0,4,1,False
2025-10-23,102.54,McDonalds,Dining,200.0,10,3,43,9,0,5,1,False
2025-10-23,68.16,Whole Foods,Groceries,400.0,10,3,43,19,2,2,1,False
2025-10-23,63.75,Starbucks,Dining,200.0,10,3,43,14,0,2,1,False
2025-10-23,115.6,CVS Pharmacy,Health,100.0,10,3,43,3,3,5,1,False
2025-10-23,183.94,AMC Theaters,Entertainment,100.0,10,3,43,0,1,5,1,False
2025-10-24,171.02,Uber,Transport,150.0,10,4,43,17,5,1,1,False
2025-10-24,126.29,AMC Theaters,Entertainment,100.0,10,4,43,0,1,5,1,False
2025-10-24,131.39,AT&T,Utilities,200.0,10,4,43,1,6,5,1,False
2025-10-24,72.01,Nike,Shopping,300.0,10,4,43,11,4,2,1,False
